month,property_type,duration,sales_volume,median_price,total_revenue
2000-01-01,D,F,16026,122500.0,2510419602.0
2000-01-01,D,L,607,89000.0,62291270.0
2000-01-01,F,F,380,60000.0,34950979.0
2000-01-01,F,L,12551,74500.0,1327502881.0
2000-01-01,S,F,18263,70000.0,1627045303.0
2000-01-01,S,L,1579,58950.0,108931130.0
2000-01-01,T,F,20779,59996.0,1688567584.0
2000-01-01,T,L,2096,39962.5,120581736.0
2000-02-01,D,F,17341,121000.0,2632259796.0
2000-02-01,D,L,647,90200.0,69949187.0
2000-02-01,F,F,465,60000.0,49499664.0
2000-02-01,F,L,13546,75000.0,1385182529.0
2000-02-01,S,F,19356,69995.0,1685566063.0
2000-02-01,S,L,1722,57000.0,106714720.0
2000-02-01,T,F,21772,59950.0,1743781751.0
2000-02-01,T,L,2215,38000.0,113443283.0
2000-03-01,D,F,23267,122500.0,3638085190.0
2000-03-01,D,L,1014,91500.0,110351794.0
2000-03-01,F,F,554,60000.0,63528595.0
2000-03-01,F,L,17380,76000.0,1864664714.0
2000-03-01,O,F,1,135000.0,135000.0
2000-03-01,S,F,26312,70000.0,2314781701.0
2000-03-01,S,L,2307,57500.0,148912144.0
2000-03-01,T,F,28931,60000.0,2412163672.0
2000-03-01,T,L,2978,39950.0,175098669.0
2000-04-01,D,F,21429,125000.0,3374556295.0
2000-04-01,D,L,899,95000.0,116275839.0
2000-04-01,F,F,486,62250.0,47479599.0
2000-04-01,F,L,15386,78950.0,1695548250.0
2000-04-01,S,F,24970,72950.0,2283053015.0
2000-04-01,S,L,2108,59475.0,138821078.0
2000-04-01,T,F,26534,62000.0,2204914320.0
2000-04-01,T,L,2720,40000.0,166521730.0
2000-05-01,D,F,22628,127500.0,3601048840.0
2000-05-01,D,L,1003,96700.0,111903400.0
2000-05-01,F,F,500,67250.0,50960192.0
2000-05-01,F,L,16152,79950.0,1777651173.0
2000-05-01,S,F,25212,73650.0,2290896535.0
2000-05-01,S,L,2289,59500.0,153741819.0
2000-05-01,T,F,27518,63000.0,2309747420.0
2000-05-01,T,L,2841,40000.0,172414832.0
2000-06-01,D,F,26733,127500.0,4246579027.0
2000-06-01,D,L,1164,94975.0,129639788.0
2000-06-01,F,F,518,66975.0,57903041.0
2000-06-01,F,L,18107,80500.0,1970938541.0
2000-06-01,S,F,28756,73000.0,2638529302.0
2000-06-01,S,L,2683,59000.0,179486435.0
2000-06-01,T,F,31179,64000.0,2609215087.0
2000-06-01,T,L,3189,40000.0,178962378.0
2000-07-01,D,F,23152,132500.0,3924061601.0
2000-07-01,D,L,1018,97000.0,115559034.0
2000-07-01,F,F,483,60000.0,49369115.0
2000-07-01,F,L,16104,79995.0,1764371235.0
2000-07-01,S,F,26801,75000.0,2545956093.0
2000-07-01,S,L,2486,59950.0,165444949.0
2000-07-01,T,F,28608,64950.0,2454378468.0
2000-07-01,T,L,2997,40000.0,176227095.0
2000-08-01,D,F,24036,133000.0,4071170888.0
2000-08-01,D,L,926,96825.0,109534864.0
2000-08-01,F,F,503,64000.0,54902697.0
2000-08-01,F,L,15745,80000.0,1692497933.0
2000-08-01,S,F,25973,76950.0,2513695382.0
2000-08-01,S,L,2304,59950.0,156561680.0
2000-08-01,T,F,28220,64995.0,2427143769.0
2000-08-01,T,L,3058,40000.0,174545821.0
2000-09-01,D,F,22201,130000.0,3687253135.0
2000-09-01,D,L,1005,97500.0,116683122.0
2000-09-01,F,F,431,60000.0,35657888.0
2000-09-01,F,L,14674,80000.0,1611174139.0
2000-09-01,O,L,1,250000.0,250000.0
2000-09-01,S,F,24315,74000.0,2258272865.0
2000-09-01,S,L,2251,59950.0,150967122.0
2000-09-01,T,F,26432,62500.0,2186206348.0
2000-09-01,T,L,3001,40000.0,168768683.0
2000-10-01,D,F,20584,130076.0,3464450957.0
2000-10-01,D,L,861,96500.0,102644358.0
2000-10-01,F,F,486,60000.0,50547484.0
2000-10-01,F,L,13805,79995.0,1518687025.0
2000-10-01,O,F,1,3000.0,3000.0
2000-10-01,S,F,23058,74950.0,2148907297.0
2000-10-01,S,L,2160,59950.0,144121973.0
2000-10-01,T,F,25066,62500.0,2051376246.0
2000-10-01,T,L,2790,40000.0,162356337.0
2000-11-01,D,F,20617,134000.0,3472025353.0
2000-11-01,D,L,851,94000.0,93599332.0
2000-11-01,F,F,477,67000.0,45428209.0
2000-11-01,F,L,14181,80000.0,1615633059.0
2000-11-01,O,F,2,132187.5,264375.0
2000-11-01,S,F,22817,75000.0,2150762032.0
2000-11-01,S,L,2083,60000.0,142987772.0
2000-11-01,T,F,25272,63500.0,2131308906.0
2000-11-01,T,L,2720,40000.0,146626432.0
2000-12-01,D,F,23025,132000.0,3806907125.0
2000-12-01,D,L,1030,96600.0,119998251.0
2000-12-01,F,F,492,60000.0,48827923.0
2000-12-01,F,L,15361,83950.0,1752150026.0
2000-12-01,S,F,24660,76000.0,2328530722.0
2000-12-01,S,L,2215,60000.0,149650381.0
2000-12-01,T,F,27215,65000.0,2313417307.0
2000-12-01,T,L,3055,40000.0,177571257.0
2001-01-01,D,F,14070,137000.0,2483906165.0
2001-01-01,D,L,611,102250.0,74703456.0
2001-01-01,F,F,390,68000.0,42006249.0
2001-01-01,F,L,12069,84000.0,1385412526.0
2001-01-01,O,L,1,1800000.0,1800000.0
2001-01-01,S,F,17615,78000.0,1729504730.0
2001-01-01,S,L,1545,59994.0,108506003.0
2001-01-01,T,F,20526,66000.0,1798141789.0
2001-01-01,T,L,2241,40000.0,130796473.0
2001-02-01,D,F,15118,135000.0,2588388263.0
2001-02-01,D,L,621,98950.0,78224281.0
2001-02-01,F,F,377,65000.0,38531075.0
2001-02-01,F,L,11931,83000.0,1347271670.0
2001-02-01,S,F,18020,78000.0,1750517677.0
2001-02-01,S,L,1594,60000.0,111413412.0
2001-02-01,T,F,21688,67000.0,1839127061.0
2001-02-01,T,L,2325,41000.0,134456460.0
2001-03-01,D,F,21143,134000.0,3583403364.0
2001-03-01,D,L,964,103000.0,115513668.0
2001-03-01,F,F,500,68500.0,62305839.0
2001-03-01,F,L,15563,85000.0,1809165827.0
2001-03-01,S,F,24617,77500.0,2362132279.0
2001-03-01,S,L,2176,60000.0,154027982.0
2001-03-01,T,F,28323,67000.0,2479895465.0
2001-03-01,T,L,3012,40550.0,168253887.0
2001-04-01,D,F,21850,139950.0,3812110254.0
2001-04-01,D,L,905,104000.0,111048555.0
2001-04-01,F,F,469,70000.0,55493172.0
2001-04-01,F,L,14750,87500.0,1750413193.0
2001-04-01,S,F,24458,81050.0,2478619829.0
2001-04-01,S,L,2084,64000.0,155695473.0
2001-04-01,T,F,26960,70000.0,2469945039.0
2001-04-01,T,L,2722,41000.0,164730844.0
2001-05-01,D,F,24354,140000.0,4257897546.0
2001-05-01,D,L,962,104000.0,117216402.0
2001-05-01,F,F,501,74000.0,63428168.0
2001-05-01,F,L,16493,88000.0,1959558920.0
2001-05-01,S,F,27780,82500.0,2844694841.0
2001-05-01,S,L,2331,63000.0,165614400.0
2001-05-01,T,F,30209,71500.0,2772466617.0
2001-05-01,T,L,2996,43000.0,176274111.0
2001-06-01,D,F,28701,140500.0,5064971169.0
2001-06-01,D,L,1269,106000.0,159100430.0
2001-06-01,F,F,580,70000.0,66564190.0
2001-06-01,F,L,19278,92950.0,2394156826.0
2001-06-01,S,F,31280,83000.0,3221523450.0
2001-06-01,S,L,2692,64972.5,199210870.0
2001-06-01,T,F,33637,72950.0,3111322852.0
2001-06-01,T,L,3450,45000.0,227434781.0
2001-07-01,D,F,27747,147000.0,5206633597.0
2001-07-01,D,L,1098,109950.0,145254242.0
2001-07-01,F,F,552,72000.0,66070519.0
2001-07-01,F,L,18602,91500.0,2276870449.0
2001-07-01,S,F,31825,86000.0,3432925927.0
2001-07-01,S,L,2768,65950.0,206441027.0
2001-07-01,T,F,34574,74000.0,3343695112.0
2001-07-01,T,L,3355,45000.0,226187869.0
2001-08-01,D,F,31475,149000.0,5902051275.0
2001-08-01,D,L,1193,109000.0,152555413.0
2001-08-01,F,F,619,79000.0,79294189.0
2001-08-01,F,L,20263,94000.0,2484532984.0
2001-08-01,O,F,1,204.0,204.0
2001-08-01,S,F,34829,87000.0,3788994152.0
2001-08-01,S,L,2966,66950.0,224756539.0
2001-08-01,T,F,37736,75000.0,3656805256.0
2001-08-01,T,L,3781,44950.0,242974052.0
2001-09-01,D,F,24514,149950.0,4594033599.0
2001-09-01,D,L,995,110000.0,125097679.0
2001-09-01,F,F,486,75000.0,54661949.0
2001-09-01,F,L,16480,95000.0,2033858021.0
2001-09-01,O,F,1,3000.0,3000.0
2001-09-01,S,F,27140,86997.5,2929088354.0
2001-09-01,S,L,2405,67000.0,184142035.0
2001-09-01,T,F,29664,74000.0,2827748180.0
2001-09-01,T,L,3022,45350.0,211911453.0
2001-10-01,D,F,25524,147500.0,4672456659.0
2001-10-01,D,L,1053,106000.0,128249056.0
2001-10-01,F,F,574,74972.5,60268657.0
2001-10-01,F,L,17467,92500.0,2086858349.0
2001-10-01,S,F,29411,86500.0,3110295175.0
2001-10-01,S,L,2653,67950.0,201924486.0
2001-10-01,T,F,32673,73000.0,3028028964.0
2001-10-01,T,L,3361,45000.0,208832339.0
2001-11-01,D,F,26014,145000.0,4636080204.0
2001-11-01,D,L,1127,109500.0,142314639.0
2001-11-01,F,F,610,72500.0,62612536.0
2001-11-01,F,L,17915,92500.0,2128533616.0
2001-11-01,S,F,30551,85000.0,3190889712.0
2001-11-01,S,L,2867,67950.0,216981847.0
2001-11-01,T,F,34010,72950.0,3110734327.0
2001-11-01,T,L,3664,44000.0,224849297.0
2001-12-01,D,F,23115,150000.0,4256881382.0
2001-12-01,D,L,1015,110450.0,137262952.0
2001-12-01,F,F,482,79497.5,54475101.0
2001-12-01,F,L,16422,97500.0,2028663146.0
2001-12-01,O,F,1,1000000.0,1000000.0
2001-12-01,S,F,24852,87000.0,2653166267.0
2001-12-01,S,L,2279,69950.0,180409018.0
2001-12-01,T,F,28474,74500.0,2660423857.0
2001-12-01,T,L,3069,45500.0,194030748.0
2002-01-01,D,F,15806,152500.0,3017372069.0
2002-01-01,D,L,682,113475.0,91197681.0
2002-01-01,F,F,392,74500.0,45119498.0
2002-01-01,F,L,12822,96000.0,1585876720.0
2002-01-01,O,F,2,158000.0,316000.0
2002-01-01,S,F,19637,88000.0,2133439377.0
2002-01-01,S,L,1695,68000.0,131494005.0
2002-01-01,T,F,23120,73500.0,2198421583.0
2002-01-01,T,L,2551,43250.0,165056917.0
2002-02-01,D,F,17118,151500.0,3186264453.0
2002-02-01,D,L,709,114500.0,96754220.0
2002-02-01,F,F,449,75000.0,50849226.0
2002-02-01,F,L,13989,97000.0,1745331827.0
2002-02-01,S,F,21187,88000.0,2285062564.0
2002-02-01,S,L,1911,67500.0,145381076.0
2002-02-01,T,F,24630,74000.0,2315500628.0
2002-02-01,T,L,2720,44000.0,178927123.0
2002-03-01,D,F,24327,152500.0,4586616326.0
2002-03-01,D,L,1077,115000.0,142377051.0
2002-03-01,F,F,562,77125.0,73305775.0
2002-03-01,F,L,17783,101000.0,2307468370.0
2002-03-01,S,F,28302,89500.0,3087426595.0
2002-03-01,S,L,2590,70126.0,210417486.0
2002-03-01,T,F,32166,76500.0,3103971894.0
2002-03-01,T,L,3539,46250.0,225771844.0
2002-04-01,D,F,23461,159000.0,4591145955.0
2002-04-01,D,L,1017,120000.0,143017442.0
2002-04-01,F,F,553,80000.0,64525261.0
2002-04-01,F,L,17248,105000.0,2356772236.0
2002-04-01,S,F,27268,93500.0,3112496837.0
2002-04-01,S,L,2324,73000.0,190321070.0
2002-04-01,T,F,31313,80000.0,3200716014.0
2002-04-01,T,L,3302,48000.0,244579937.0
2002-05-01,D,F,31582,160000.0,6168139054.0
2002-05-01,D,L,1346,121000.0,182611128.0
2002-05-01,F,F,658,78750.0,79562564.0
2002-05-01,F,L,22340,108000.0,3025548227.0
2002-05-01,O,F,1,150000.0,150000.0
2002-05-01,S,F,37035,95500.0,4325102411.0
2002-05-01,S,L,3120,73500.0,260903500.0
2002-05-01,T,F,40859,83000.0,4258511911.0
2002-05-01,T,L,4130,48500.0,276650486.0
2002-06-01,D,F,26650,169950.0,5510168764.0
2002-06-01,D,L,1092,124950.0,154642242.0
2002-06-01,F,F,551,89950.0,76466759.0
2002-06-01,F,L,18423,114995.0,2631052847.0
2002-06-01,O,F,1,95000.0,95000.0
2002-06-01,S,F,27976,100000.0,3408310096.0
2002-06-01,S,L,2381,75400.0,209029071.0
2002-06-01,T,F,31114,87000.0,3403817665.0
2002-06-01,T,L,3332,49500.0,246629362.0
2002-07-01,D,F,30926,178000.0,6774865599.0
2002-07-01,D,L,1239,128000.0,189411277.0
2002-07-01,F,F,743,90000.0,96236921.0
2002-07-01,F,L,22012,113350.0,3077126773.0
2002-07-01,S,F,34406,107500.0,4402650773.0
2002-07-01,S,L,2854,79950.0,257002724.0
2002-07-01,T,F,38615,88650.0,4347289407.0
2002-07-01,T,L,4073,50995.0,288421851.0
2002-08-01,D,F,31101,179995.0,6867617914.0
2002-08-01,D,L,1183,128000.0,177174036.0
2002-08-01,F,F,696,94972.5,97925017.0
2002-08-01,F,L,21843,117000.0,3159192803.0
2002-08-01,S,F,34591,110000.0,4530608711.0
2002-08-01,S,L,3022,80625.0,272486909.0
2002-08-01,T,F,38109,89995.0,4337344178.0
2002-08-01,T,L,4217,50000.0,297279463.0
2002-09-01,D,F,24741,184950.0,5596633565.0
2002-09-01,D,L,987,135000.0,163873649.0
2002-09-01,F,F,586,97500.0,91223830.0
2002-09-01,F,L,18943,119995.0,2753066891.0
2002-09-01,S,F,27638,110000.0,3577328094.0
2002-09-01,S,L,2437,79950.0,221022237.0
2002-09-01,T,F,32213,90000.0,3634092120.0
2002-09-01,T,L,3569,50000.0,249499415.0
2002-10-01,D,F,24801,185000.0,5574743528.0
2002-10-01,D,L,1053,132000.0,159183618.0
2002-10-01,F,F,588,84997.5,70508213.0
2002-10-01,F,L,19190,119000.0,2736096412.0
2002-10-01,S,F,28271,110000.0,3693484775.0
2002-10-01,S,L,2486,81950.0,230741745.0
2002-10-01,T,F,33039,89995.0,3678154071.0
2002-10-01,T,L,3865,52500.0,285369275.0
2002-11-01,D,F,25784,185000.0,5763352701.0
2002-11-01,D,L,1065,132500.0,161267191.0
2002-11-01,F,F,621,88500.0,76771578.0
2002-11-01,F,L,19482,118000.0,2742441063.0
2002-11-01,S,F,29931,110000.0,3858835778.0
2002-11-01,S,L,2742,82950.0,250598449.0
2002-11-01,T,F,34969,89995.0,3891946053.0
2002-11-01,T,L,4308,51500.0,298238343.0
2002-12-01,D,F,23671,187495.0,5326648502.0
2002-12-01,D,L,1101,136000.0,176360086.0
2002-12-01,F,F,524,100000.0,71967551.0
2002-12-01,F,L,19487,122000.0,2837922341.0
2002-12-01,S,F,26877,115000.0,3589394151.0
2002-12-01,S,L,2405,86500.0,235663856.0
2002-12-01,T,F,31564,94950.0,3623140647.0
2002-12-01,T,L,3729,54000.0,268533891.0
2003-01-01,D,F,17025,195000.0,4018801576.0
2003-01-01,D,L,719,138000.0,114045124.0
2003-01-01,F,F,451,89000.0,59239317.0
2003-01-01,F,L,14888,120000.0,2166163768.0
2003-01-01,S,F,21474,115000.0,2904478787.0
2003-01-01,S,L,1821,85950.0,177176907.0
2003-01-01,T,F,25975,93500.0,2983370893.0
2003-01-01,T,L,3033,50900.0,209008035.0
2003-02-01,D,F,16019,190000.0,3702337736.0
2003-02-01,D,L,677,133950.0,100842274.0
2003-02-01,F,F,456,93500.0,60651033.0
2003-02-01,F,L,14154,120000.0,2006247344.0
2003-02-01,O,L,1,60000.0,60000.0
2003-02-01,S,F,20167,115500.0,2679520646.0
2003-02-01,S,L,1797,85000.0,169877862.0
2003-02-01,T,F,24788,91500.0,2780357593.0
2003-02-01,T,L,2971,52000.0,207893390.0
2003-03-01,D,F,17131,190000.0,3921409492.0
2003-03-01,D,L,792,139725.0,129085279.0
2003-03-01,F,F,468,92500.0,56881432.0
2003-03-01,F,L,15067,120000.0,2128437603.0
2003-03-01,O,F,1,150000.0,150000.0
2003-03-01,S,F,21450,115000.0,2819630883.0
2003-03-01,S,L,1969,88000.0,193210572.0
2003-03-01,T,F,26255,92000.0,2944477018.0
2003-03-01,T,L,3142,53500.0,229565322.0
2003-04-01,D,F,18017,195000.0,4233761524.0
2003-04-01,D,L,778,145000.0,130187187.0
2003-04-01,F,F,475,90000.0,60297411.0
2003-04-01,F,L,15057,122500.0,2171790261.0
2003-04-01,S,F,22779,119000.0,3101856387.0
2003-04-01,S,L,1930,89500.0,188430681.0
2003-04-01,T,F,27095,95000.0,3095916328.0
2003-04-01,T,L,3081,58000.0,234193018.0
2003-05-01,D,F,19613,195000.0,4590213135.0
2003-05-01,D,L,860,149972.5,152876320.0
2003-05-01,F,F,476,91250.0,62741084.0
2003-05-01,F,L,16745,122500.0,2405389479.0
2003-05-01,S,F,25210,120000.0,3446454091.0
2003-05-01,S,L,2230,90000.0,220368951.0
2003-05-01,T,F,29891,94995.0,3432661257.0
2003-05-01,T,L,3483,58500.0,260436298.0
2003-06-01,D,F,20941,195500.0,4891196767.0
2003-06-01,D,L,993,149950.0,167765472.0
2003-06-01,F,F,513,93950.0,67949466.0
2003-06-01,F,L,18388,128000.0,2717536906.0
2003-06-01,S,F,25315,122000.0,3501101829.0
2003-06-01,S,L,2282,94000.0,238891029.0
2003-06-01,T,F,29867,98000.0,3553439750.0
2003-06-01,T,L,3326,60250.0,265701176.0
2003-07-01,D,F,22992,205000.0,5682524059.0
2003-07-01,D,L,948,154972.5,163189440.0
2003-07-01,F,F,608,104975.0,85678681.0
2003-07-01,F,L,18584,127000.0,2785730880.0
2003-07-01,O,F,1,56000.0,56000.0
2003-07-01,O,L,1,2900.0,2900.0
2003-07-01,S,F,28451,125950.0,4142919025.0
2003-07-01,S,L,2484,95000.0,264569295.0
2003-07-01,T,F,33115,102000.0,4097793594.0
2003-07-01,T,L,3669,60000.0,290089051.0
2003-08-01,D,F,25218,210000.0,6312866862.0
2003-08-01,D,L,998,157725.0,182936866.0
2003-08-01,F,F,620,99950.0,84945645.0
2003-08-01,F,L,19284,130000.0,2948775733.0
2003-08-01,S,F,30448,128500.0,4489850166.0
2003-08-01,S,L,2666,99995.0,295436035.0
2003-08-01,T,F,34737,105000.0,4334335555.0
2003-08-01,T,L,3707,63000.0,302072695.0
2003-09-01,D,F,23748,210000.0,5985420689.0
2003-09-01,D,L,958,155000.0,166669580.0
2003-09-01,F,F,687,105000.0,91152919.0
2003-09-01,F,L,19826,130000.0,3094907237.0
2003-09-01,S,F,29215,129995.0,4356975811.0
2003-09-01,S,L,2453,96000.0,263520373.0
2003-09-01,T,F,33239,107000.0,4225680677.0
2003-09-01,T,L,3719,60000.0,298987903.0
2003-10-01,D,F,27205,209000.0,6736401855.0
2003-10-01,D,L,1159,160000.0,204786853.0
2003-10-01,F,F,719,105000.0,99090558.0
2003-10-01,F,L,21472,130000.0,3284235913.0
2003-10-01,O,L,1,149664.0,149664.0
2003-10-01,S,F,32631,130000.0,4818454060.0
2003-10-01,S,L,2855,102000.0,319058279.0
2003-10-01,T,F,37777,107000.0,4771764600.0
2003-10-01,T,L,4438,64950.0,358579464.0
2003-11-01,D,F,25428,212625.0,6392966178.0
2003-11-01,D,L,1119,160000.0,203763956.0
2003-11-01,F,F,731,112000.0,106270425.0
2003-11-01,F,L,20872,131000.0,3243288668.0
2003-11-01,S,F,30161,132500.0,4521417381.0
2003-11-01,S,L,2709,102500.0,304157575.0
2003-11-01,T,F,35073,109000.0,4485598327.0
2003-11-01,T,L,4146,66000.0,347039028.0
2003-12-01,D,F,26645,214950.0,6655341435.0
2003-12-01,D,L,1140,165000.0,207343041.0
2003-12-01,F,F,707,118000.0,108468765.0
2003-12-01,F,L,22571,135000.0,3615772512.0
2003-12-01,S,F,30551,135000.0,4647272642.0
2003-12-01,S,L,2708,105000.0,309057285.0
2003-12-01,T,F,35436,114995.0,4665019840.0
2003-12-01,T,L,4182,69950.0,363300346.0
2004-01-01,D,F,18097,218000.0,4673307529.0
2004-01-01,D,L,735,165000.0,140867657.0
2004-01-01,F,F,579,122500.0,97850233.0
2004-01-01,F,L,16451,135000.0,2630271293.0
2004-01-01,S,F,23418,135000.0,3595699821.0
2004-01-01,S,L,1929,105000.0,223300870.0
2004-01-01,T,F,28093,112500.0,3691970398.0
2004-01-01,T,L,3261,67995.0,282401305.0
2004-02-01,D,F,18194,215000.0,4621554205.0
2004-02-01,D,L,715,166000.0,132604118.0
2004-02-01,F,F,597,116000.0,87686222.0
2004-02-01,F,L,16505,135000.0,2621883356.0
2004-02-01,S,F,23337,135500.0,3550177443.0
2004-02-01,S,L,2080,108000.0,249072111.0
2004-02-01,T,F,27567,113150.0,3648491765.0
2004-02-01,T,L,3449,68000.0,295812057.0
2004-03-01,D,F,21404,220000.0,5542171270.0
2004-03-01,D,L,960,172250.0,178172804.0
2004-03-01,F,F,743,120000.0,112541005.0
2004-03-01,F,L,19748,136000.0,3235049151.0
2004-03-01,O,F,1,280000.0,280000.0
2004-03-01,S,F,26706,136000.0,4108471322.0
2004-03-01,S,L,2223,109995.0,261691543.0
2004-03-01,T,F,31900,115000.0,4245412684.0
2004-03-01,T,L,3946,69950.0,343344127.0
2004-04-01,D,F,25236,221972.5,6599076489.0
2004-04-01,D,L,1060,174400.0,204582683.0
2004-04-01,F,F,794,120000.0,128746406.0
2004-04-01,F,L,20985,137950.0,3492977060.0
2004-04-01,S,F,31279,139950.0,4951979809.0
2004-04-01,S,L,2719,116000.0,333184088.0
2004-04-01,T,F,35743,119000.0,4910337135.0
2004-04-01,T,L,4044,75000.0,373841433.0
2004-05-01,D,F,23530,225000.0,6154222684.0
2004-05-01,D,L,977,175000.0,188733567.0
2004-05-01,F,F,688,120000.0,111860749.0
2004-05-01,F,L,19572,139950.0,3246882028.0
2004-05-01,O,F,2,151000.0,302000.0
2004-05-01,S,F,28592,143000.0,4597675182.0
2004-05-01,S,L,2405,118000.0,299822370.0
2004-05-01,T,F,32665,120000.0,4562766219.0
2004-05-01,T,L,3645,79000.0,347824889.0
2004-06-01,D,F,26542,230000.0,7187690388.0
2004-06-01,D,L,1155,179950.0,234426514.0
2004-06-01,F,F,816,127725.0,128132804.0
2004-06-01,F,L,23279,145000.0,3977942468.0
2004-06-01,S,F,31984,147000.0,5332624807.0
2004-06-01,S,L,2671,120000.0,341298991.0
2004-06-01,T,F,35906,125000.0,5197040286.0
2004-06-01,T,L,4106,79997.5,401458596.0
2004-07-01,D,F,28708,237500.0,8073941200.0
2004-07-01,D,L,1233,185000.0,258039752.0
2004-07-01,F,F,861,128796.0,143949280.0
2004-07-01,F,L,23367,145000.0,4027557857.0
2004-07-01,O,L,1,33500.0,33500.0
2004-07-01,S,F,34647,150000.0,5930698938.0
2004-07-01,S,L,2937,125000.0,394376044.0
2004-07-01,T,F,38576,127000.0,5713795397.0
2004-07-01,T,L,4539,82500.0,444130042.0
2004-08-01,D,F,24951,244000.0,7192966794.0
2004-08-01,D,L,995,185000.0,222376387.0
2004-08-01,F,F,707,127500.0,115400098.0
2004-08-01,F,L,20356,147000.0,3508838829.0
2004-08-01,S,F,29476,155000.0,5166220911.0
2004-08-01,S,L,2471,127950.0,341338853.0
2004-08-01,T,F,32979,130000.0,4944088049.0
2004-08-01,T,L,3875,83750.0,395101280.0
2004-09-01,D,F,20789,245000.0,6044067105.0
2004-09-01,D,L,838,192000.0,190649514.0
2004-09-01,F,F,671,133000.0,116278268.0
2004-09-01,F,L,18980,147000.0,3315922378.0
2004-09-01,S,F,24443,155000.0,4299565400.0
2004-09-01,S,L,2098,129000.0,292324678.0
2004-09-01,T,F,28625,129500.0,4273520918.0
2004-09-01,T,L,3416,84000.0,358997358.0
2004-10-01,D,F,19131,242500.0,5438753435.0
2004-10-01,D,L,857,190000.0,178182233.0
2004-10-01,F,F,647,130000.0,106335356.0
2004-10-01,F,L,17862,144950.0,2995648927.0
2004-10-01,O,F,1,10000.0,10000.0
2004-10-01,S,F,23828,152000.0,4088934027.0
2004-10-01,S,L,2033,126000.0,274072416.0
2004-10-01,T,F,28083,127000.0,4055108634.0
2004-10-01,T,L,3503,80000.0,331745553.0
